ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
4189,Hymenoptera,order,accepted,na,order,larvae,invertebrate,walking,-999,-999,9.73347e-4,-999,-999,-999,na,na
4190,Fraxinus excelsior,species,accepted,na,species,na,detritus,sessile,-999,-999,-999,-999,-999,-999,na,na
4191,Gastropoda,class,accepted,na,class,adults,invertebrate,walking,-999,-999,0.019680046,-999,-999,-999,na,na
4192,Opiliones,order,accepted,na,order,adults,invertebrate,walking,-999,-999,0.001294792,-999,-999,-999,na,na
4193,Ptiliidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,1.0125e-4,-999,-999,-999,na,na
4194,Alnus glutinosa,species,accepted,na,species,na,detritus,sessile,-999,-999,-999,-999,-999,-999,na,na
4195,Porcellio scaber,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.00615,-999,-999,-999,na,na
4196,Quercus robur,species,accepted,na,species,na,detritus,sessile,-999,-999,-999,-999,-999,-999,na,na
4197,Nematoda,phylum,accepted,na,phylum,na,invertebrate,walking,-999,-999,4.29e-5,-999,-999,-999,na,na
4198,Oligochaeta,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,0.009954127,-999,-999,-999,na,na
4199,Arion distinctus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.010973750000000001,-999,-999,-999,na,na
4200,Arion subfuscus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.031076574,-999,-999,-999,na,na
4201,Staphylinidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,5.22709e-4,-999,-999,-999,na,na
4202,Fungal,family,accepted,hyphal branches,family,active,heterotrophic fungi,sessile,-999,-999,-999,-999,-999,-999,measurement,c. mulder; unpublished (christian.mulder@rivm.nl)
4203,Achromadora,genus,accepted,fungivore nematode,genus,adults,invertebrate,other,-999,-999,2e-9,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4204,Acrobeles ciliatus,species,accepted,bacterivore nematode,species,adults,invertebrate,other,-999,-999,1.71e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4205,Acrobeloides,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,1.39e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4206,Aglenchus agricola,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,2.69e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4207,Alaimus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,3.56e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4208,Aphelenchoides,genus,accepted,fungivore nematode,genus,adults,invertebrate,other,-999,-999,1.97e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4209,Cephalobidae,family,accepted,bacterivore nematode,family,adults,invertebrate,other,-999,-999,1.44e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4210,Chromadoridae,family,accepted,bacterivore nematode,family,adults,invertebrate,other,-999,-999,2.32e-9,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4211,Chronogaster,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,4.07e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4212,Coslenchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,2.69e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4213,dauerlarvae,NA,NA,passive lifestage; substrate-related nematode,NA,inactive,invertebrate,sessile,-999,-999,4.12e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4214,Diphtherophora,genus,accepted,fungivore nematode,genus,adults,invertebrate,other,-999,-999,2.24e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4215,Dolichodoridae,family,accepted,plant-feeding nematode,family,adults,invertebrate,other,-999,-999,2.34e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4216,dolichorhynchus,NA,NA,plant-feeding nematode,NA,adults,invertebrate,other,-999,-999,8.32e-9,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4217,Dorylaimida,order,accepted,plant-feeding nematode,order,adults,invertebrate,other,-999,-999,2.51e-7,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4218,Eucephalobus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,2.91e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4219,Filenchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,2.42e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4220,Helicotylenchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,4.33e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4221,Heterocephalobus elongatus,species,synonym,bacterivore nematode,species,adults,invertebrate,other,-999,-999,4.04e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4222,Longidorus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,4.68e-6,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4223,Meloidogyne,genus,accepted,plant-feeding nematode,genus,juveniles,invertebrate,other,-999,-999,8.71e-9,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4224,Meloidogyne naasi,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,5.13e-8,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4225,Metateratocephalus crassidens,species,accepted,bacterivore nematode,species,adults,invertebrate,other,-999,-999,1.07e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4226,Panagrolaimus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,5.33e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4227,Paratrichodorus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,2.34e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4228,Paratrichodorus teres,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,8.66e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4229,Paratylenchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,1.24e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4230,Plectidae,family,accepted,bacterivore nematode,family,adults,invertebrate,other,-999,-999,1.38e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4231,Plectus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,3.43e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4232,Pratylenchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,1.19e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4233,Pratylenchus crenatus,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,5.89e-8,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4234,Prismatolaimus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,1.59e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4235,Rhabditidae,family,accepted,bacterivore nematode,family,adults,invertebrate,other,-999,-999,8.38e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4236,Teratocephalus,genus,accepted,bacterivore nematode,genus,adults,invertebrate,other,-999,-999,1.21e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4237,Trichodorus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,1.82e-7,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4238,Trichodorus similis,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,5.4e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4239,Tylenchidae,family,accepted,fungivore nematode,family,adults,invertebrate,other,-999,-999,1.76e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4240,Tylenchorhynchus,genus,accepted,plant-feeding nematode,genus,adults,invertebrate,other,-999,-999,5.1e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4241,Tylenchorhynchus dubius,species,accepted,plant-feeding nematode,species,adults,invertebrate,other,-999,-999,2.19e-7,-999,-999,-999,measurement,cohen & mulder (2014) ecology 95; http://dx.doi.org/10.1890/13-1337.1
4242,Bacteria,genus,accepted,bacterial cells,genus,active,heterotrophic bacteria,other,-999,-999,1.01e-13,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4243,Aporcelaimellus obtusicaudatus,species,accepted,omnivore nematode,species,adults,invertebrate,other,-999,-999,1.15e-6,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4244,Clarkus,genus,accepted,predating nematode (consuming nematodes),genus,adults,invertebrate,other,-999,-999,8.32e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4245,dorylaimoidea,NA,NA,omnivore nematode,NA,adults,invertebrate,other,-999,-999,2.4e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4246,Mononchidae,family,accepted,predating nematode (consuming nematodes),family,adults,invertebrate,other,-999,-999,1.48e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4247,Neodiplogasteridae,family,synonym,omnivore nematode,family,adults,invertebrate,other,-999,-999,1.4e-8,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4248,Prodorylaimus,genus,accepted,omnivore nematode,genus,adults,invertebrate,other,-999,-999,3.09e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4249,Pungentus,genus,accepted,omnivore nematode,genus,adults,invertebrate,other,-999,-999,1.38e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4250,thornenematinae,NA,NA,omnivore nematode,NA,adults,invertebrate,other,-999,-999,2.09e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
4251,Tripyla,genus,accepted,predating nematode (consuming nematodes),genus,adults,invertebrate,other,-999,-999,2.86e-7,-999,-999,-999,measurement: individuals are field-sampled; then masses are derived by linear regressions (weight-length regression with measured lengths),sechi ... mulder (2015) am. nat. 185; http://dx.doi.org/10.1086/678962.
